file_id,api,rank,operation,segment,offset,size,start,end,ost
1481217755804925911,POSIX,15,read,0,0,4194304,2.3648,2.3710,83
1481217755804925911,POSIX,15,read,1,224093601,22,2.3712,2.3716,83
1481217755804925911,POSIX,15,read,2,224093623,0,2.3716,2.3716,
1481217755804925911,POSIX,15,read,3,224093581,42,2.3716,2.3717,83
1481217755804925911,POSIX,15,read,4,224093499,124,2.3717,2.3717,83
1481217755804925911,POSIX,15,read,5,0,4194304,2.3718,2.3722,83
1481217755804925911,POSIX,15,read,6,4194304,4194304,2.3774,2.3835,83
1481217755804925911,POSIX,15,read,7,8388608,4194304,2.3880,2.3942,83
1481217755804925911,POSIX,15,read,8,12582912,4194304,2.3986,2.4079,83
1481217755804925911,POSIX,15,read,9,16777216,4194304,2.4125,2.4134,83
1481217755804925911,POSIX,15,read,10,20971520,4194304,2.4179,2.4329,83
1481217755804925911,POSIX,15,read,11,25165824,4194304,2.4375,2.4384,83
1481217755804925911,POSIX,15,read,12,29360128,4194304,2.4428,2.4570,83
1481217755804925911,POSIX,15,read,13,33554432,4194304,2.4614,2.4624,83
1481217755804925911,POSIX,15,read,14,37748736,4194304,2.4667,2.4809,83
1481217755804925911,POSIX,15,read,15,41943040,4194304,2.4854,2.4863,83
1481217755804925911,POSIX,15,read,16,46137344,4194304,2.4907,2.5051,83
1481217755804925911,POSIX,15,read,17,50331648,4194304,2.5109,2.5117,83
1481217755804925911,POSIX,15,read,18,54525952,4194304,2.5164,2.5303,83
1481217755804925911,POSIX,15,read,19,58720256,4194304,2.5340,2.5350,83
1481217755804925911,POSIX,15,read,20,62914560,4194304,2.5394,2.5518,83
1481217755804925911,POSIX,15,read,21,67108864,4194304,2.5571,2.5581,83
1481217755804925911,POSIX,15,read,22,71303168,4194304,2.5624,2.5736,83
1481217755804925911,POSIX,15,read,23,75497472,4194304,2.5771,2.5800,83
1481217755804925911,POSIX,15,read,24,79691776,4194304,2.5847,2.5976,83
1481217755804925911,POSIX,15,read,25,83886080,4194304,2.6017,2.6027,83
1481217755804925911,POSIX,15,read,26,88080384,4194304,2.6096,2.6225,83
1481217755804925911,POSIX,15,read,27,92274688,4194304,2.6266,2.6276,83
1481217755804925911,POSIX,15,read,28,96468992,4194304,2.6345,2.6474,83
1481217755804925911,POSIX,15,read,29,100663296,4194304,2.6516,2.6528,83
1481217755804925911,POSIX,15,read,30,104857600,4194304,2.6588,2.6724,83
